id,filme_id,usuario,nota,data_avaliacao,comentario
472,34,usuario_12,8.3,2025-01-01,"Muito bom, recomendo!"
473,34,usuario_33,1.3,2023-08-14,Ótimo roteiro
474,34,usuario_14,5.2,2025-11-16,Não gostei muito
475,34,usuario_29,8.3,2025-11-12,Decepcionante
476,34,usuario_4,3.7,2025-09-07,"Muito bom, recomendo!"
477,34,usuario_47,8.4,2025-01-03,Decepcionante
478,34,usuario_8,6.6,2026-03-09,Obra-prima!
479,34,usuario_47,6.2,2025-07-25,Filme razoável
480,34,usuario_36,7.5,2024-04-17,Direção impecável
481,34,usuario_29,7.4,2024-04-28,Surpreendente!
482,34,usuario_34,8.9,2024-12-06,Decepcionante
483,34,usuario_42,9.7,2025-08-23,Direção impecável
484,34,usuario_1,1.4,2024-04-13,Direção impecável
485,34,usuario_46,6.7,2025-12-08,Fotografia linda
486,34,usuario_29,5.1,2024-04-26,Não gostei muito
487,34,usuario_4,3.7,2024-06-16,Não gostei muito
488,34,usuario_4,8.9,2024-04-18,História cativante
489,34,usuario_37,8.4,2024-12-16,Muito longo
490,34,usuario_35,3.0,2024-03-07,"Muito bom, recomendo!"
491,34,usuario_10,7.8,2025-10-18,Decepcionante
492,34,usuario_8,4.2,2025-06-13,"Péssimo, não recomendo"
493,34,usuario_23,3.5,2024-12-15,Fotografia linda
494,34,usuario_42,4.3,2024-08-26,Decepcionante
495,35,usuario_14,1.6,2025-10-17,Trilha sonora marcante
496,35,usuario_39,6.7,2025-12-18,Não gostei muito
497,35,usuario_19,2.4,2024-07-25,"Péssimo, não recomendo"
498,35,usuario_40,6.7,2024-03-31,Surpreendente!
499,35,usuario_10,5.9,2024-07-10,Direção impecável
500,35,usuario_14,8.6,2024-07-16,Poderia ser melhor
501,35,usuario_19,6.7,2025-11-21,Não gostei muito
502,35,usuario_34,6.5,2023-11-02,Excelente filme!
503,35,usuario_41,7.8,2026-03-27,História cativante
504,35,usuario_35,7.8,2024-07-05,Gostei bastante
505,36,usuario_33,3.6,2023-09-17,Fotografia linda
506,36,usuario_28,2.4,2024-09-24,Poderia ser melhor
507,36,usuario_27,4.8,2024-03-15,Vale a pena assistir
508,36,usuario_41,3.2,2026-01-06,Atuações incríveis
509,36,usuario_8,2.5,2025-06-23,Filme razoável
510,36,usuario_20,3.5,2023-07-25,Atuações incríveis
511,36,usuario_4,9.3,2025-04-20,Surpreendente!
512,36,usuario_48,3.2,2025-05-15,"Muito bom, recomendo!"
513,36,usuario_22,2.7,2024-09-18,"Péssimo, não recomendo"
514,36,usuario_49,3.5,2023-10-11,Efeitos especiais incríveis
515,36,usuario_40,7.0,2025-03-11,Roteiro fraco
516,36,usuario_28,3.1,2023-08-04,"Muito bom, recomendo!"
517,36,usuario_31,4.7,2024-11-14,Não gostei muito
518,36,usuario_35,7.9,2024-07-18,Trilha sonora marcante
519,36,usuario_10,6.6,2025-11-26,Direção impecável
520,36,usuario_3,1.5,2026-01-02,Ótimo roteiro
521,36,usuario_39,4.6,2023-10-07,Efeitos especiais incríveis
522,36,usuario_47,6.4,2026-02-02,"Péssimo, não recomendo"
523,36,usuario_15,2.6,2024-04-24,Direção impecável
524,36,usuario_27,1.1,2024-10-05,Não gostei muito
525,36,usuario_32,8.4,2024-11-15,"Péssimo, não recomendo"
526,36,usuario_23,1.9,2026-02-25,Vale a pena assistir
527,36,usuario_14,4.5,2023-08-09,Filme razoável
528,36,usuario_26,3.1,2025-08-20,Obra-prima!
529,37,usuario_42,5.8,2025-10-14,Vale a pena assistir
530,37,usuario_11,1.6,2025-03-08,Direção impecável
531,37,usuario_16,6.8,2025-12-21,"Muito bom, recomendo!"
532,37,usuario_22,6.6,2024-11-20,Muito longo
533,37,usuario_10,2.4,2025-06-08,Gostei bastante
534,37,usuario_50,3.1,2023-11-26,Vale a pena assistir
535,37,usuario_45,1.1,2023-09-25,Trilha sonora marcante
536,37,usuario_3,5.1,2024-12-03,História cativante
537,37,usuario_20,7.3,2026-03-10,Gostei bastante
538,37,usuario_37,4.0,2025-04-04,Muito longo
539,37,usuario_33,6.2,2026-01-15,Vale a pena assistir
540,37,usuario_21,8.7,2024-11-08,Trilha sonora marcante
541,37,usuario_23,7.9,2026-01-14,Filme razoável
542,37,usuario_8,8.2,2026-01-07,"Péssimo, não recomendo"
543,37,usuario_23,6.6,2026-03-12,Fotografia linda
544,37,usuario_25,7.2,2025-02-14,Muito longo
545,38,usuario_18,3.7,2026-03-16,Trilha sonora marcante
546,38,usuario_2,5.8,2023-10-21,História cativante
547,38,usuario_2,8.0,2024-07-02,Surpreendente!
548,38,usuario_8,3.2,2023-09-20,Atuações incríveis
549,38,usuario_23,9.2,2024-06-26,Surpreendente!
550,38,usuario_30,2.6,2025-09-21,Ótimo roteiro
551,38,usuario_47,7.6,2026-01-12,Gostei bastante
552,38,usuario_13,9.7,2023-11-07,Decepcionante
553,38,usuario_9,2.3,2025-12-08,História cativante
554,38,usuario_39,7.6,2025-08-24,Não gostei muito
555,38,usuario_34,5.9,2025-11-26,Não gostei muito
556,38,usuario_38,9.8,2025-10-17,Vale a pena assistir
557,38,usuario_7,5.0,2024-04-14,Excelente filme!
558,38,usuario_13,9.2,2024-08-24,Vale a pena assistir
559,38,usuario_25,3.2,2025-06-28,Poderia ser melhor
560,38,usuario_7,9.8,2025-04-02,Não gostei muito
561,38,usuario_25,1.9,2026-01-12,História cativante
562,38,usuario_18,5.3,2025-12-12,Roteiro fraco
563,38,usuario_11,2.8,2024-01-27,Fotografia linda
564,38,usuario_2,5.4,2025-10-07,Excelente filme!
565,38,usuario_28,8.8,2025-06-22,Roteiro fraco
566,38,usuario_17,3.1,2025-03-02,Poderia ser melhor
567,38,usuario_24,6.7,2025-09-09,Obra-prima!
568,38,usuario_15,2.8,2024-06-13,
569,38,usuario_2,9.8,2024-05-12,História cativante
570,39,usuario_25,6.1,2026-02-21,Filme razoável
571,39,usuario_37,4.5,2024-12-13,Trilha sonora marcante
572,39,usuario_30,7.0,2025-01-31,
573,39,usuario_34,9.6,2025-03-18,Poderia ser melhor
574,39,usuario_42,8.6,2025-02-18,Obra-prima!
575,39,usuario_43,7.6,2025-04-23,Direção impecável
576,39,usuario_39,8.2,2024-03-18,Muito longo
577,39,usuario_27,8.6,2025-02-03,Atuações incríveis
578,39,usuario_50,1.5,2025-01-02,Trilha sonora marcante
579,39,usuario_22,4.2,2025-10-04,Gostei bastante
580,39,usuario_13,5.3,2025-10-25,Muito longo
581,40,usuario_36,7.2,2023-12-19,Excelente filme!
582,40,usuario_2,9.6,2023-10-03,"Muito bom, recomendo!"
583,40,usuario_46,1.5,2024-09-15,
584,40,usuario_50,9.6,2025-10-05,Obra-prima!
585,40,usuario_30,8.4,2025-06-13,Surpreendente!
586,40,usuario_7,1.4,2025-04-10,Trilha sonora marcante
587,40,usuario_21,5.3,2025-09-23,
588,40,usuario_27,5.3,2023-11-06,Gostei bastante
589,40,usuario_40,7.2,2024-12-08,"Péssimo, não recomendo"
590,41,usuario_50,2.7,2025-07-23,Roteiro fraco
591,41,usuario_27,6.4,2024-06-18,Roteiro fraco
592,41,usuario_7,7.7,2024-01-14,Obra-prima!
593,41,usuario_18,1.6,2024-11-09,Filme razoável
594,41,usuario_34,9.3,2023-08-22,Filme razoável
595,41,usuario_32,7.1,2023-12-18,Roteiro fraco
596,41,usuario_23,4.1,2025-02-26,História cativante
597,42,usuario_25,4.4,2024-03-07,Surpreendente!
598,42,usuario_13,7.7,2024-07-08,Trilha sonora marcante
599,42,usuario_39,9.8,2025-10-19,Atuações incríveis
600,42,usuario_42,6.2,2024-08-19,Roteiro fraco
601,42,usuario_34,7.5,2024-11-14,Fotografia linda
602,42,usuario_38,8.4,2023-07-29,"Muito bom, recomendo!"
603,42,usuario_47,9.0,2024-09-26,Direção impecável
604,42,usuario_42,3.7,2025-11-16,Efeitos especiais incríveis
605,42,usuario_11,9.7,2024-12-28,Excelente filme!
606,42,usuario_8,8.0,2025-07-16,
607,42,usuario_47,2.9,2023-10-31,Direção impecável
608,42,usuario_41,9.3,2024-01-18,Fotografia linda
609,42,usuario_34,1.4,2023-08-24,Filme razoável
610,42,usuario_21,8.9,2024-08-05,"Muito bom, recomendo!"
611,42,usuario_9,5.0,2025-09-29,Vale a pena assistir
612,42,usuario_37,3.1,2024-10-05,História cativante
613,42,usuario_27,2.3,2025-05-16,Trilha sonora marcante
614,42,usuario_28,3.1,2026-02-11,"Muito bom, recomendo!"
615,42,usuario_4,2.6,2025-07-18,Direção impecável
616,42,usuario_27,2.7,2024-08-03,Trilha sonora marcante
617,42,usuario_49,2.1,2024-09-08,Obra-prima!
618,43,usuario_8,8.7,2025-05-11,Ótimo roteiro
619,43,usuario_17,8.7,2024-11-22,Fotografia linda
620,43,usuario_29,1.8,2023-10-28,"Muito bom, recomendo!"
621,43,usuario_11,6.2,2025-10-05,Filme razoável
622,43,usuario_10,2.5,2025-11-27,Excelente filme!
623,43,usuario_30,4.5,2023-09-06,História cativante
624,43,usuario_27,5.8,2024-11-17,Trilha sonora marcante
625,43,usuario_26,2.2,2023-08-26,Fotografia linda
626,43,usuario_35,1.8,2026-01-13,
627,43,usuario_49,8.1,2026-03-06,História cativante
628,43,usuario_26,6.9,2026-01-18,Ótimo roteiro
629,43,usuario_18,6.2,2025-07-10,Vale a pena assistir
630,43,usuario_50,1.4,2023-09-04,Muito longo
631,43,usuario_10,7.1,2026-03-27,Trilha sonora marcante
632,43,usuario_8,4.4,2024-03-30,Muito longo
633,43,usuario_27,8.1,2024-09-07,Excelente filme!
634,43,usuario_39,2.9,2025-05-05,"Muito bom, recomendo!"
635,43,usuario_5,9.7,2023-07-19,Trilha sonora marcante
636,43,usuario_18,1.0,2023-07-30,Fotografia linda
637,43,usuario_11,4.5,2024-06-06,Direção impecável
638,43,usuario_28,2.6,2024-12-01,Muito longo
639,44,usuario_9,7.2,2024-02-12,Efeitos especiais incríveis
640,44,usuario_13,2.9,2026-03-02,Direção impecável
641,44,usuario_10,3.9,2024-02-10,Obra-prima!
642,44,usuario_19,2.5,2024-11-29,"Péssimo, não recomendo"
643,44,usuario_40,3.0,2024-03-15,Vale a pena assistir
644,44,usuario_20,2.0,2024-09-30,Trilha sonora marcante
645,44,usuario_48,10.0,2024-06-16,Atuações incríveis
646,45,usuario_13,2.6,2025-05-01,Obra-prima!
647,45,usuario_22,5.5,2023-10-19,Muito longo
648,45,usuario_49,2.4,2024-11-26,Obra-prima!
649,45,usuario_42,3.6,2024-05-30,Muito longo
650,45,usuario_29,2.6,2024-10-21,"Péssimo, não recomendo"
651,45,usuario_50,2.0,2024-08-18,Muito longo
652,45,usuario_22,1.7,2024-09-14,Filme razoável
653,45,usuario_15,2.2,2024-01-10,Atuações incríveis
654,45,usuario_2,7.0,2024-11-07,Ótimo roteiro
655,45,usuario_1,4.0,2025-11-01,Direção impecável
656,45,usuario_12,2.5,2024-11-12,Efeitos especiais incríveis
657,45,usuario_23,4.8,2025-07-04,Trilha sonora marcante
658,45,usuario_49,6.0,2023-11-27,Surpreendente!
659,45,usuario_44,5.9,2024-03-01,Obra-prima!
660,45,usuario_13,8.5,2025-07-25,Fotografia linda
661,45,usuario_49,7.4,2024-07-20,Ótimo roteiro
662,45,usuario_13,2.6,2024-07-12,Fotografia linda
663,45,usuario_32,5.1,2024-01-05,Fotografia linda
664,45,usuario_3,5.9,2024-03-24,Decepcionante
665,45,usuario_14,7.3,2023-12-28,Muito longo
666,45,usuario_45,2.6,2025-12-15,Roteiro fraco
667,45,usuario_37,3.5,2024-12-28,História cativante
668,45,usuario_7,4.4,2025-06-30,Surpreendente!
669,45,usuario_4,7.3,2024-02-22,"Péssimo, não recomendo"
670,45,usuario_11,2.1,2026-01-31,Não gostei muito
671,46,usuario_17,4.1,2024-08-31,Vale a pena assistir
672,46,usuario_46,3.8,2023-10-30,Decepcionante
673,46,usuario_37,8.2,2024-01-14,Atuações incríveis
674,46,usuario_43,7.0,2025-11-01,Ótimo roteiro
675,46,usuario_16,4.2,2024-05-04,Obra-prima!
676,46,usuario_41,6.4,2024-09-06,Efeitos especiais incríveis
677,46,usuario_29,4.4,2025-06-13,Atuações incríveis
678,46,usuario_1,6.8,2025-04-17,Ótimo roteiro
679,46,usuario_11,7.4,2025-09-06,Ótimo roteiro
680,46,usuario_18,8.4,2023-10-16,Efeitos especiais incríveis
681,46,usuario_9,6.7,2024-12-09,Fotografia linda
682,46,usuario_24,2.8,2024-04-08,Efeitos especiais incríveis
683,46,usuario_35,6.8,2024-10-21,Não gostei muito
684,46,usuario_4,6.1,2025-03-11,
685,46,usuario_4,5.1,2024-07-01,Vale a pena assistir
686,46,usuario_34,3.9,2026-01-13,Poderia ser melhor
687,47,usuario_36,1.6,2025-05-02,Muito longo
688,47,usuario_45,1.6,2025-11-24,Muito longo
689,47,usuario_9,5.8,2026-04-06,Filme razoável
690,47,usuario_49,5.2,2024-06-12,Trilha sonora marcante
691,47,usuario_47,7.2,2024-12-20,Atuações incríveis
692,47,usuario_48,7.0,2025-08-07,Poderia ser melhor
693,47,usuario_44,9.5,2024-12-06,Filme razoável
694,48,usuario_21,1.3,2023-07-21,Muito longo
695,48,usuario_19,2.4,2025-12-12,Roteiro fraco
696,48,usuario_47,3.9,2025-07-26,Efeitos especiais incríveis
697,48,usuario_45,9.1,2026-01-29,Poderia ser melhor
698,48,usuario_16,9.7,2025-12-15,"Muito bom, recomendo!"
699,48,usuario_43,7.3,2023-12-12,Ótimo roteiro
700,48,usuario_2,4.8,2025-05-02,Surpreendente!
701,48,usuario_22,3.3,2026-04-12,Ótimo roteiro
702,48,usuario_30,2.2,2024-09-16,Atuações incríveis
703,48,usuario_1,2.1,2026-02-20,"Péssimo, não recomendo"
704,48,usuario_44,6.2,2025-07-03,Filme razoável
705,48,usuario_30,4.9,2024-12-28,Obra-prima!
706,48,usuario_2,7.7,2023-11-23,Trilha sonora marcante
707,48,usuario_35,2.8,2024-05-15,Obra-prima!
708,48,usuario_16,4.2,2025-05-06,"Muito bom, recomendo!"
709,48,usuario_7,6.3,2026-01-05,História cativante
710,48,usuario_11,9.6,2026-02-04,Fotografia linda
711,48,usuario_49,5.5,2025-05-25,Atuações incríveis
712,49,usuario_1,5.7,2024-09-04,Excelente filme!
713,49,usuario_6,6.8,2024-04-26,Decepcionante
714,49,usuario_20,9.5,2023-12-12,"Muito bom, recomendo!"
715,49,usuario_38,2.1,2024-03-28,
716,49,usuario_11,3.4,2025-06-15,"Muito bom, recomendo!"
717,49,usuario_47,5.2,2024-02-11,Excelente filme!
718,49,usuario_10,3.6,2024-02-20,Fotografia linda
719,49,usuario_49,6.6,2023-08-29,Vale a pena assistir
720,49,usuario_47,2.4,2026-02-16,
721,49,usuario_45,3.4,2025-08-26,"Péssimo, não recomendo"
722,50,usuario_38,7.9,2025-01-02,Vale a pena assistir
723,50,usuario_18,1.2,2024-08-06,Surpreendente!
724,50,usuario_10,6.7,2024-12-01,História cativante
725,50,usuario_29,2.9,2024-06-25,Não gostei muito
726,50,usuario_48,9.7,2025-09-15,"Muito bom, recomendo!"
727,50,usuario_42,3.1,2026-02-26,"Muito bom, recomendo!"
728,50,usuario_4,3.4,2023-11-12,História cativante
729,50,usuario_29,4.7,2026-01-21,Trilha sonora marcante
730,51,usuario_26,2.4,2025-09-25,Surpreendente!
731,51,usuario_8,3.0,2024-03-18,Filme razoável
732,51,usuario_14,6.5,2023-11-28,Obra-prima!
733,51,usuario_42,7.2,2026-04-08,Efeitos especiais incríveis
734,51,usuario_47,5.3,2024-06-08,Gostei bastante
735,51,usuario_28,5.4,2025-03-22,Vale a pena assistir
736,51,usuario_30,7.5,2023-08-24,Excelente filme!
737,51,usuario_21,3.4,2024-03-21,Decepcionante
738,51,usuario_44,2.4,2025-05-29,Não gostei muito
739,51,usuario_24,2.2,2026-01-31,Trilha sonora marcante
740,51,usuario_29,4.7,2025-09-02,História cativante
741,51,usuario_4,6.9,2023-12-18,Decepcionante
742,51,usuario_16,6.0,2026-02-23,Muito longo
743,51,usuario_36,4.4,2025-04-11,Vale a pena assistir
744,51,usuario_12,6.2,2026-01-05,Não gostei muito
745,51,usuario_47,4.1,2025-05-01,História cativante
746,51,usuario_5,8.1,2025-05-23,Decepcionante
747,51,usuario_13,2.5,2024-07-31,Trilha sonora marcante
748,51,usuario_17,8.2,2024-05-31,Muito longo
749,52,usuario_13,4.4,2024-01-19,Obra-prima!
750,52,usuario_2,9.7,2025-10-18,"Muito bom, recomendo!"
751,52,usuario_44,6.0,2024-03-22,Muito longo
752,52,usuario_7,3.6,2025-12-05,Não gostei muito
753,52,usuario_33,4.8,2024-11-26,Ótimo roteiro
754,52,usuario_1,7.4,2023-12-20,Gostei bastante
755,52,usuario_1,4.9,2023-08-17,Surpreendente!
756,52,usuario_25,4.7,2025-11-07,Direção impecável
757,52,usuario_45,6.0,2024-06-23,Muito longo
758,52,usuario_30,4.3,2024-12-07,Decepcionante
759,52,usuario_42,8.3,2024-04-04,Efeitos especiais incríveis
760,52,usuario_46,8.5,2025-01-18,Obra-prima!
761,52,usuario_36,8.8,2024-03-16,Gostei bastante
762,52,usuario_45,5.6,2023-09-13,Surpreendente!
763,52,usuario_35,3.5,2023-08-23,Gostei bastante
764,52,usuario_36,6.4,2024-08-11,Filme razoável
765,52,usuario_1,6.0,2023-11-20,Vale a pena assistir
766,52,usuario_18,2.2,2024-05-03,Muito longo
767,52,usuario_45,8.5,2024-07-06,Atuações incríveis
768,52,usuario_4,1.9,2026-01-30,Roteiro fraco
769,52,usuario_17,3.4,2024-08-05,Atuações incríveis
770,52,usuario_43,9.4,2023-09-28,Direção impecável
771,53,usuario_26,6.9,2025-04-01,Filme razoável
772,53,usuario_32,8.3,2023-08-08,Excelente filme!
773,53,usuario_30,8.0,2026-01-08,Efeitos especiais incríveis
774,53,usuario_19,5.2,2024-01-02,Filme razoável
775,53,usuario_1,3.8,2024-09-12,História cativante
776,53,usuario_36,2.0,2023-08-29,Excelente filme!
777,53,usuario_12,1.3,2024-08-27,Ótimo roteiro
778,53,usuario_10,8.8,2024-11-27,Obra-prima!
779,53,usuario_44,7.3,2025-04-07,Roteiro fraco
780,53,usuario_27,4.5,2026-04-09,Trilha sonora marcante
781,53,usuario_6,8.7,2026-01-18,"Muito bom, recomendo!"
782,53,usuario_28,9.8,2024-12-09,
783,53,usuario_11,3.0,2025-12-06,Ótimo roteiro
784,53,usuario_16,2.1,2024-06-05,Direção impecável
785,53,usuario_6,7.3,2024-01-13,Filme razoável
786,53,usuario_5,9.9,2023-08-04,Filme razoável
787,53,usuario_15,2.6,2024-03-07,Muito longo
788,53,usuario_48,6.9,2024-08-22,Ótimo roteiro
789,54,usuario_11,9.3,2024-03-21,Filme razoável
790,54,usuario_23,2.5,2024-10-01,Excelente filme!
791,54,usuario_33,3.5,2025-11-27,História cativante
792,54,usuario_12,5.6,2025-10-19,Não gostei muito
793,54,usuario_36,8.7,2023-08-26,Muito longo
794,54,usuario_26,5.2,2024-11-22,Fotografia linda
795,54,usuario_48,6.4,2025-02-22,"Muito bom, recomendo!"
796,54,usuario_23,3.8,2024-12-30,Atuações incríveis
797,54,usuario_34,6.8,2025-12-05,Roteiro fraco
798,54,usuario_18,6.3,2025-09-28,Filme razoável
799,54,usuario_11,2.6,2024-11-03,Filme razoável
800,54,usuario_24,5.5,2025-04-06,"Péssimo, não recomendo"
801,54,usuario_45,1.3,2023-09-20,"Péssimo, não recomendo"
802,54,usuario_39,1.4,2026-03-30,Vale a pena assistir
803,54,usuario_48,9.4,2024-08-15,Surpreendente!
804,54,usuario_19,4.6,2025-02-17,Roteiro fraco
805,54,usuario_11,6.1,2026-01-08,Ótimo roteiro
806,54,usuario_13,8.0,2025-06-03,Efeitos especiais incríveis
807,55,usuario_40,1.3,2024-08-24,Fotografia linda
808,55,usuario_34,5.5,2025-07-06,Decepcionante
809,55,usuario_6,6.5,2024-02-15,História cativante
810,55,usuario_32,6.7,2023-08-03,Obra-prima!
811,55,usuario_47,5.2,2024-02-28,Poderia ser melhor
812,55,usuario_17,2.8,2024-01-28,História cativante
813,55,usuario_38,7.3,2023-09-10,Gostei bastante
814,55,usuario_7,2.4,2025-06-23,"Péssimo, não recomendo"
815,55,usuario_48,8.1,2024-05-11,Atuações incríveis
816,55,usuario_18,3.5,2025-04-06,Obra-prima!
817,55,usuario_13,2.8,2024-05-11,Efeitos especiais incríveis
818,55,usuario_3,5.5,2025-09-30,
819,55,usuario_14,3.9,2025-11-04,Não gostei muito
820,55,usuario_47,1.2,2025-07-27,Ótimo roteiro
821,55,usuario_28,3.2,2026-02-12,Roteiro fraco
822,55,usuario_50,8.7,2025-02-04,Surpreendente!
823,55,usuario_25,5.3,2025-09-06,Gostei bastante
824,55,usuario_21,5.1,2023-09-02,"Muito bom, recomendo!"
825,55,usuario_48,4.9,2026-03-23,Muito longo
826,55,usuario_41,6.4,2025-04-03,História cativante
827,56,usuario_19,3.2,2024-08-26,"Muito bom, recomendo!"
828,56,usuario_45,2.9,2024-02-01,Muito longo
829,56,usuario_17,7.8,2025-09-13,Vale a pena assistir
830,56,usuario_29,3.9,2024-06-25,Excelente filme!
831,56,usuario_20,5.6,2025-01-31,Muito longo
832,56,usuario_39,3.7,2025-11-11,Obra-prima!
833,56,usuario_6,5.9,2024-04-10,"Muito bom, recomendo!"
834,56,usuario_9,9.1,2023-11-08,"Péssimo, não recomendo"
835,56,usuario_40,2.5,2025-01-10,Fotografia linda
836,56,usuario_47,5.3,2025-05-11,Vale a pena assistir
837,56,usuario_3,4.1,2023-11-08,Decepcionante
838,56,usuario_39,3.2,2023-11-22,Surpreendente!
839,56,usuario_45,4.5,2025-05-31,História cativante
840,56,usuario_37,10.0,2024-10-24,Filme razoável
841,56,usuario_27,8.6,2025-04-23,Surpreendente!
842,56,usuario_47,1.0,2023-08-16,Gostei bastante
843,56,usuario_20,3.2,2024-11-12,Não gostei muito
844,56,usuario_44,1.7,2023-07-24,Atuações incríveis
845,56,usuario_19,5.5,2023-08-25,"Péssimo, não recomendo"
846,56,usuario_31,7.3,2024-03-16,Não gostei muito
847,56,usuario_4,1.5,2024-09-29,Trilha sonora marcante
848,56,usuario_33,5.6,2024-07-15,Atuações incríveis
849,57,usuario_32,5.1,2025-05-18,Gostei bastante
850,57,usuario_24,3.1,2024-03-17,Excelente filme!
851,57,usuario_31,5.9,2025-07-30,Decepcionante
852,57,usuario_7,4.7,2024-02-02,Decepcionante
853,57,usuario_9,1.8,2024-05-01,Obra-prima!
854,57,usuario_19,3.6,2025-10-30,Surpreendente!
855,57,usuario_13,2.2,2025-10-01,História cativante
856,57,usuario_3,1.8,2026-01-25,
857,57,usuario_44,4.4,2023-08-16,Efeitos especiais incríveis
858,57,usuario_34,9.5,2025-05-23,Direção impecável
859,57,usuario_17,2.3,2024-01-01,Poderia ser melhor
860,58,usuario_42,7.1,2025-12-16,Muito longo
861,58,usuario_27,7.2,2023-08-16,Muito longo
862,58,usuario_27,6.2,2023-09-14,Gostei bastante
863,58,usuario_4,8.0,2023-11-19,Não gostei muito
864,58,usuario_6,5.1,2025-04-10,Excelente filme!
865,58,usuario_49,7.8,2024-09-13,Direção impecável
866,58,usuario_3,6.0,2023-11-16,Vale a pena assistir
867,59,usuario_17,4.0,2025-03-07,Filme razoável
868,59,usuario_32,7.0,2025-03-01,Ótimo roteiro
869,59,usuario_12,6.4,2024-05-09,Gostei bastante
870,59,usuario_46,4.9,2024-02-01,Gostei bastante
871,59,usuario_50,8.8,2025-05-15,Decepcionante
872,59,usuario_48,10.0,2024-07-22,
873,59,usuario_41,4.6,2023-10-26,Excelente filme!
874,59,usuario_45,4.3,2025-10-08,Gostei bastante
875,59,usuario_3,9.5,2025-08-13,Excelente filme!
876,59,usuario_43,8.3,2024-07-26,História cativante
877,59,usuario_23,3.3,2025-05-21,Gostei bastante
878,59,usuario_44,3.4,2024-11-19,História cativante
879,59,usuario_25,5.8,2025-09-26,Surpreendente!
880,59,usuario_13,4.7,2024-11-07,Atuações incríveis
881,59,usuario_50,7.2,2024-12-17,Roteiro fraco
882,59,usuario_44,1.8,2025-09-07,Ótimo roteiro
883,59,usuario_3,5.6,2024-01-21,Excelente filme!
884,59,usuario_40,4.1,2024-08-06,Surpreendente!
885,59,usuario_3,3.9,2023-09-09,Muito longo
886,60,usuario_36,9.0,2025-06-20,"Péssimo, não recomendo"
887,60,usuario_11,7.1,2024-07-10,Gostei bastante
888,60,usuario_44,3.3,2024-11-13,Trilha sonora marcante
889,60,usuario_42,8.9,2024-09-17,Trilha sonora marcante
890,60,usuario_37,7.7,2023-12-15,Muito longo
891,60,usuario_30,2.0,2025-01-18,Obra-prima!
892,60,usuario_36,2.2,2024-09-30,Efeitos especiais incríveis
893,60,usuario_33,1.9,2024-12-29,
894,60,usuario_45,6.3,2024-09-23,Atuações incríveis
895,60,usuario_21,5.6,2024-06-23,Decepcionante
896,60,usuario_3,9.3,2025-01-18,Decepcionante
897,60,usuario_36,2.1,2024-06-14,Não gostei muito
898,60,usuario_22,6.4,2024-04-19,Trilha sonora marcante
899,60,usuario_42,4.9,2024-06-20,Excelente filme!
900,60,usuario_37,7.8,2026-03-02,Não gostei muito
901,60,usuario_26,6.0,2023-11-23,Vale a pena assistir
902,60,usuario_7,1.5,2025-02-19,Direção impecável
903,60,usuario_7,2.9,2024-06-23,História cativante
904,60,usuario_39,3.8,2026-02-05,Trilha sonora marcante
905,60,usuario_1,1.8,2025-03-07,Não gostei muito
906,60,usuario_43,9.3,2025-08-04,Ótimo roteiro
907,60,usuario_41,9.4,2023-10-20,Vale a pena assistir
908,61,usuario_19,9.6,2025-05-22,Filme razoável
909,61,usuario_25,8.6,2024-03-20,Efeitos especiais incríveis
910,61,usuario_9,7.3,2024-07-13,Surpreendente!
911,61,usuario_49,9.7,2023-08-13,Surpreendente!
912,61,usuario_4,6.9,2024-03-12,Não gostei muito
913,61,usuario_17,1.2,2025-06-03,Fotografia linda
914,61,usuario_14,1.6,2024-03-10,"Péssimo, não recomendo"
915,61,usuario_28,9.7,2024-11-16,Excelente filme!
916,61,usuario_6,9.3,2023-10-03,Surpreendente!
917,61,usuario_44,9.2,2025-06-16,Direção impecável
918,61,usuario_36,9.6,2024-08-23,
919,61,usuario_10,5.1,2025-11-04,História cativante
920,61,usuario_43,1.4,2024-12-30,Roteiro fraco
921,61,usuario_35,4.9,2026-02-13,Muito longo
922,62,usuario_28,4.5,2024-09-08,Não gostei muito
923,62,usuario_31,7.9,2026-02-15,Vale a pena assistir
924,62,usuario_27,5.2,2024-07-03,Atuações incríveis
925,62,usuario_34,6.6,2024-05-04,Surpreendente!
926,62,usuario_1,2.2,2025-11-07,Decepcionante
927,62,usuario_3,2.5,2025-12-11,Decepcionante
928,62,usuario_36,2.6,2025-12-26,História cativante
929,62,usuario_6,3.4,2025-11-07,Efeitos especiais incríveis
930,62,usuario_47,7.9,2024-07-14,Decepcionante
931,62,usuario_33,2.0,2024-08-22,Efeitos especiais incríveis
932,62,usuario_14,9.8,2024-06-23,Obra-prima!
933,62,usuario_34,5.4,2024-01-30,Fotografia linda
934,62,usuario_31,3.4,2025-10-22,"Péssimo, não recomendo"
935,62,usuario_2,6.9,2025-07-21,História cativante
936,62,usuario_32,6.9,2023-12-18,Excelente filme!
937,62,usuario_25,3.4,2024-04-24,Gostei bastante
938,62,usuario_41,8.0,2024-08-05,Direção impecável
939,62,usuario_46,4.6,2025-09-20,Surpreendente!
940,62,usuario_11,2.5,2025-10-14,Excelente filme!
941,63,usuario_11,6.0,2023-12-19,Atuações incríveis
942,63,usuario_25,9.7,2025-12-26,Ótimo roteiro
943,63,usuario_45,3.8,2024-08-07,Excelente filme!
